shot_id,shot_made_flag
1,0.40749120675916584
8,0.37074642597955565
17,0.3639834282079855
20,0.7692435424753428
33,0.4110313269932973
34,0.48847267424849644
35,0.3865585066497729
36,0.5546833733188787
37,0.33297326188711907
38,0.37325567589137343
45,0.553904983279409
50,0.40831603294320484
55,0.4095799962726799
60,0.3618551785075381
66,0.33371135278357683
67,0.37704742834672245
71,0.3768298850660328
80,0.3782089660289117
85,0.5614560808914781
86,0.5343935984834356
95,0.5733415831359414
104,0.48795011611624717
113,0.35915310552362545
123,0.3386571056065626
126,0.3656847776924147
133,0.39806932530980604
141,0.5842870392401289
144,0.4030772559011678
150,0.3616244047863344
152,0.3237931455806721
153,0.38735746499151374
156,0.4880619267375568
159,0.3765857913017622
165,0.41871957133941806
172,0.487084777884513
182,0.7422777745674496
192,0.769961936093918
193,0.37702361147672714
196,0.4852818779078042
202,0.48785820043829453
210,0.40433977539855476
211,0.4051786711533256
228,0.3428407795504939
257,0.3472045023893818
260,0.6311687705825035
264,0.7706996188286426
267,0.389265070420968
279,0.45204289038802736
282,0.6321231284829146
293,0.6043801882828039
299,0.5762961010300016
300,0.38936836142162995
301,0.6321178703338088
317,0.7679011956070749
327,0.33421053750528007
328,0.6334748604986108
335,0.40705365183929637
346,0.350151536091078
348,0.3502891278865361
365,0.4084588637842663
390,0.3796159048395073
391,0.4024091712827538
392,0.3814575396412098
397,0.3730848867650144
418,0.34547277359195194
428,0.7696338810784735
434,0.3778802349425007
439,0.3635367043099623
440,0.39440286256174495
456,0.523394212094952
459,0.3735206589144785
472,0.40515976492354855
480,0.39418520856264444
491,0.3924630883503431
497,0.33373334753663003
509,0.3630001342187506
511,0.35148308978018233
523,0.4130073773068213
533,0.4224632474907792
544,0.3773547961118346
546,0.7709307600920472
555,0.3751031823313555
558,0.4077248802052501
560,0.39247704767148817
573,0.38790382573380494
591,0.3905234559032495
596,0.36384174964679883
597,0.5054823365079009
601,0.3927860491450679
605,0.4033109547588179
617,0.35623485213510375
628,0.6312267484433559
634,0.5904565532777875
646,0.4496464549622174
649,0.7688721351637254
651,0.6304703268678715
654,0.37099524209577867
656,0.3633994658355584
657,0.7687773911477161
669,0.6821126017654987
670,0.3231782076329394
693,0.41853236294661855
694,0.40513931054641256
699,0.3740845589603955
711,0.40660495687500686
718,0.3946479638922362
722,0.3917205496711498
723,0.40015523757009813
725,0.36780954139278166
734,0.41466939343318937
735,0.38992554250191697
737,0.407556012628668
746,0.7688231564619156
747,0.5773183385941829
766,0.44799524772789245
767,0.6325741088598046
771,0.7562895693390532
773,0.4166316073569011
774,0.3813826400600175
783,0.3919517943693171
784,0.33039995514776854
789,0.5333879752020934
792,0.4881152070414687
804,0.6313692691541921
809,0.36685542508868707
812,0.40321129545505685
813,0.7677232370522634
817,0.33876497266423006
820,0.4889411265247913
825,0.770740321254069
826,0.48868920492434254
829,0.3605159981637073
855,0.35715950926308604
859,0.404214548421042
862,0.4136465340172846
870,0.6326163224554132
876,0.4100085446244214
880,0.38202706703902134
886,0.3655823752515468
889,0.4130743242701864
891,0.36856328956646656
897,0.386120283354539
902,0.2070167223635066
903,0.3812671529280593
908,0.40961871508188985
909,0.3352003411574732
920,0.33809814511922187
922,0.33371698307020303
924,0.3330837412247028
932,0.3918025412879699
934,0.39041620723147397
937,0.3533123797173495
941,0.3586663441400859
943,0.35488980661803465
950,0.6314533144441098
952,0.3682375342748907
954,0.7560214882674255
963,0.39368061522501435
975,0.371332922219413
979,0.3487546208413946
981,0.4105426355739853
983,0.31562590649053335
985,0.4130371433925263
989,0.37571910879428094
995,0.40104519496794616
998,0.4000667642234787
1008,0.38832240912111177
1019,0.6314551159904713
1023,0.7455205758857029
1026,0.40101074261297726
1029,0.3930945088346532
1034,0.336902220430045
1036,0.39342447549073745
1038,0.7710079650952203
1039,0.48760717383192503
1051,0.7705222895111039
1052,0.37368979345874026
1066,0.36040722068456144
1087,0.7696366023463245
1092,0.4887444023318391
1094,0.3687058452345455
1098,0.3742133384982102
1099,0.38765647690913546
1102,0.5569404196307878
1118,0.6312113559588834
1131,0.33063038743062556
1133,0.35376966544359
1135,0.6319698515133212
1138,0.48748581222804593
1139,0.5699164997995176
1142,0.375530191982667
1151,0.4102853854276471
1152,0.36639996083651327
1155,0.3620972990142274
1165,0.3355697589759917
1167,0.63151539497028
1172,0.48901361618975014
1174,0.7702235224399793
1180,0.33823077846943306
1200,0.7562589435536266
1202,0.36180510719608255
1227,0.7564255625483408
1228,0.3634674369553387
1229,0.7692978755880702
1237,0.6328719770621246
1241,0.3339992695821238
1256,0.6884029373554346
1279,0.5200483898008361
1293,0.48891113123685676
1295,0.6285542799300107
1319,0.4878343518257305
1320,0.4130544426877819
1321,0.578994076773566
1322,0.5901142197360971
1334,0.3944599341252372
1351,0.4066957705528594
1373,0.4185337649177897
1375,0.6904073661627624
1380,0.363539096289742
1382,0.4893674249373702
1385,0.3987614642508533
1399,0.3649405641913994
1403,0.3572126958126124
1428,0.5674737095545479
1434,0.5043684417977328
1444,0.34728959211942406
1448,0.5355004832190837
1466,0.5599395129339801
1476,0.6324340044187595
1478,0.39343566001484837
1485,0.33257699857622125
1491,0.3734201938878409
1494,0.5720526868739366
1500,0.6311500723963217
1501,0.48887752958034936
1503,0.3424595110402098
1519,0.35871411689500254
1524,0.3281238316558003
1529,0.5017628870724692
1533,0.34827426494045194
1538,0.5922573996616869
1539,0.6304491875657865
1546,0.4090999601901958
1555,0.39517613902414633
1559,0.33266178246069433
1563,0.3671247225759417
1565,0.38038777743472163
1574,0.3728311557147195
1591,0.4078012010701309
1594,0.6310951746004511
1605,0.7696620635636761
1611,0.32663986991388666
1614,0.4024382897880318
1620,0.4132841425773375
1626,0.3875951656705779
1630,0.63038354984825
1632,0.36760401770329976
1634,0.4100481183709176
1643,0.5383309964369638
1651,0.7326208029009385
1655,0.2417459336576254
1658,0.3800337236839429
1659,0.3294144262423548
1665,0.405321695056323
1675,0.40636198916365335
1680,0.3795423533844921
1690,0.5927180239991251
1696,0.33429276878384384
1714,0.2052801139398816
1721,0.46935787149421415
1726,0.4220405517959609
1728,0.42451286322057097
1734,0.7714107633648913
1735,0.34442236020437855
1740,0.7693774311852702
1744,0.3642779935419025
1747,0.6324117332986122
1752,0.3248814561854684
1763,0.39614018125743566
1765,0.41379880760086224
1769,0.3621259745053812
1785,0.4080350289747036
1787,0.7683202799927654
1788,0.3782341790549229
1793,0.39587576502440724
1800,0.6300260739075314
1825,0.40722177162386575
1826,0.5516806465349369
1834,0.37642370071099396
1843,0.3624703526660017
1844,0.31923973937730277
1848,0.6320413486343895
1849,0.37775223734043806
1860,0.4133371690657622
1863,0.3676485272951096
1875,0.31814158314809027
1883,0.3583631722164561
1890,0.7666213155994054
1892,0.397879401819436
1893,0.4024082868918736
1897,0.3288341183245609
1905,0.41704423523926687
1908,0.7721560579722293
1931,0.3542393594297527
1940,0.36163259048399493
1943,0.38517929666452744
1947,0.5486843139994625
1965,0.5661473452460268
1967,0.40774970933752447
1968,0.33243184563559947
1972,0.41258828192736385
1982,0.40064483927123434
1985,0.40711297242731137
2005,0.4040966400591474
2010,0.3627707379994124
2021,0.36904832706493096
2024,0.768807794523308
2036,0.39630685354759015
2043,0.36582623541891407
2047,0.770601808437675
2049,0.3157314742834679
2055,0.3931584154507557
2065,0.35631633479640196
2066,0.39980639570284987
2070,0.5800822110238644
2077,0.4088897728287096
2085,0.4451974280931496
2095,0.6309583084201577
2097,0.548164814438648
2108,0.7720941878905202
2112,0.5317761427343678
2113,0.5476943575788138
2122,0.38239862433471483
2139,0.2694560125791521
2144,0.35779548793648863
2146,0.37619984504516957
2148,0.6186917642714518
2149,0.39128492131353876
2157,0.3756828263784734
2159,0.6323945547390577
2168,0.33417123609684707
2176,0.4011487983121061
2178,0.38017399361745163
2181,0.37396299738417355
2187,0.48854810230097695
2188,0.36859348580375495
2190,0.5894288996221464
2194,0.411787295626211
2197,0.3922747227803414
2214,0.36985624079687895
2217,0.40728035565223747
2222,0.4882210569302314
2223,0.3622710479375766
2226,0.7698530131553498
2230,0.5880764314922178
2240,0.38175656048190476
2247,0.3685656083482537
2250,0.45037925149230157
2259,0.36830672415740684
2262,0.411147848272743
2266,0.4127615724165233
2305,0.4153454378728344
2310,0.4051461034004543
2313,0.4856865900328082
2319,0.5225894186182287
2320,0.4138957606043581
2345,0.6318071187847233
2350,0.47354644881209734
2356,0.5888811377543244
2360,0.40652143734493384
2370,0.4191379967603618
2386,0.3722724253341841
2398,0.36112758747127266
2414,0.39504560550743156
2435,0.5700932880811593
2439,0.3931371831274685
2446,0.39994920074421414
2458,0.3898318005024005
2465,0.36414326381085005
2466,0.4013286028493157
2470,0.33155177897051424
2495,0.4081225449462368
2501,0.7710043225581727
2507,0.40842544211286
2533,0.4090580147428452
2537,0.28592043700066777
2538,0.40799804767098563
2541,0.38891024894153253
2542,0.36608276379382254
2544,0.36618266831824386
2554,0.39760180745001505
2555,0.4127331411669916
2565,0.7704207387042179
2575,0.4851576216958268
2586,0.3822215147341326
2588,0.629887556728571
2594,0.36251426298644085
2617,0.4183700002645096
2618,0.412777838764167
2623,0.3745338148567928
2631,0.3862046834913817
2640,0.3737372208142543
2642,0.34615919531477557
2647,0.4144252612420783
2663,0.3539850702085049
2664,0.4011124458252225
2676,0.4010850310256912
2680,0.36486155983852386
2681,0.3623890625326919
2691,0.7713065875410685
2693,0.3241339892044752
2695,0.3796265966568882
2704,0.3931551644993853
2708,0.48791108281734813
2709,0.27906541813859237
2717,0.5564563843838043
2722,0.7699030741100295
2728,0.3425082160842887
2732,0.3736704262007842
2743,0.5747570324111289
2752,0.3384750767707768
2757,0.38213417474032557
2761,0.5892553046182736
2769,0.38272174893804983
2771,0.3757617689583559
2774,0.4013410042866278
2776,0.4049691721900287
2781,0.630972695602455
2793,0.4878375645751538
2799,0.4885335852989403
2803,0.417627198665514
2811,0.4885274257952115
2818,0.6881274834084737
2824,0.36713660706368345
2828,0.770102450586894
2829,0.3979732920209417
2830,0.48838556184987675
2842,0.3812946496260422
2847,0.3129637420133423
2848,0.32245252769365484
2868,0.32656628008050714
2870,0.37619793308659233
2885,0.3656640217394007
2886,0.4105265555795732
2889,0.5741743202709637
2903,0.3362407582273429
2904,0.40704358441731886
2918,0.33504833513411325
2919,0.33820112522836754
2922,0.3251038474660243
2923,0.4096194620624518
2931,0.404287071690213
2945,0.5719872664246479
2955,0.31960573837289663
2957,0.5850753683527183
2960,0.5614427930903982
2963,0.48783728967071033
2966,0.6290461962785431
2972,0.6326448938098156
2974,0.41274760453183285
2982,0.41695848217024595
2984,0.40428357521493075
3016,0.3694744835637666
3021,0.6320410953716017
3023,0.5735231434497245
3025,0.4173421950934311
3029,0.5768263414262093
3034,0.3511583015902995
3038,0.3688220568210105
3040,0.4129832269276865
3051,0.4125698090865458
3062,0.5904710224704464
3069,0.6304325702235515
3071,0.767711092213138
3076,0.3363756450753945
3079,0.6330965854021926
3081,0.6211373258339727
3082,0.3705174788932424
3084,0.40815783837733977
3098,0.4054336112222728
3104,0.3898601416314997
3105,0.3399803407718408
3114,0.34161462345226357
3118,0.3694192780746248
3122,0.6316444652563339
3132,0.6886099856882205
3138,0.5888815924678602
3141,0.3895207501046753
3156,0.48834201581802816
3162,0.4756524047680927
3167,0.7680605264619415
3170,0.40565595807279065
3171,0.6766248864004485
3172,0.4048418672956971
3176,0.39947031685964796
3180,0.3740174481609999
3189,0.37925901075019774
3198,0.3354935258414702
3206,0.39845961932012874
3215,0.3782240970903049
3222,0.1708561604049887
3228,0.6782401632077285
3229,0.35749949225929534
3232,0.34887153895565026
3233,0.4880488416109362
3238,0.40143761547445145
3256,0.3800575934464962
3264,0.36936870955464723
3273,0.5089559365832266
3275,0.377843307277548
3285,0.40031610207415685
3289,0.41482425485130764
3294,0.32968952415424124
3306,0.5096344640545141
3311,0.6779763093518631
3318,0.4086335092406068
3322,0.3716584433631722
3324,0.4222173718396327
3334,0.48855185714986826
3341,0.3835127250466329
3345,0.3403571423076254
3346,0.3542466433182135
3352,0.578662728042701
3368,0.3680513234066874
3371,0.40946530792593594
3372,0.5782332655097573
3375,0.6310763925474949
3384,0.3794397769388739
3387,0.5975140316945111
3393,0.40114961033513485
3406,0.36052672851882817
3411,0.3833671335426697
3412,0.6294390411430931
3414,0.41857076220598405
3417,0.6313789660106828
3420,0.5855512712861977
3423,0.3666073186150352
3436,0.3589876546015113
3438,0.48876640109599834
3442,0.3855683171083246
3443,0.34006239354174383
3451,0.6884150730299847
3461,0.6872040761121645
3489,0.36389587782151056
3491,0.6215483496503839
3510,0.41534566146419877
3515,0.386841856020312
3527,0.3598742811487681
3530,0.48819399164915545
3540,0.5721554826934714
3582,0.4068582804742391
3604,0.3597851662532474
3605,0.6881773883860872
3609,0.5744091787133936
3624,0.7573764432846903
3628,0.3984623115608019
3630,0.3595837913049107
3641,0.37775883106764924
3642,0.3818060762685109
3648,0.3997571392169888
3650,0.4496649897087532
3652,0.7700459441914542
3660,0.48922674473023087
3664,0.4014282959377922
3670,0.36608156335627684
3672,0.4002578711302986
3680,0.35141693759682224
3682,0.3690861224073494
3685,0.38865319056138364
3686,0.3589841997987674
3689,0.40848494102299665
3705,0.416537649025395
3712,0.38786106817213456
3713,0.5216393168610636
3719,0.3665167905137703
3721,0.36639582911533275
3723,0.34099278233720365
3724,0.3906990202293793
3727,0.6311945129920132
3733,0.37239234165850627
3734,0.5775490931651702
3742,0.41184829869231065
3770,0.4912984427932246
3777,0.3680485961532337
3778,0.5589468607502299
3780,0.3288272821594024
3783,0.37213052380179096
3784,0.33998049676449604
3788,0.3309670794745472
3790,0.3706407244867601
3794,0.41192793820691626
3795,0.34865464841428273
3796,0.5134246869080834
3801,0.41468388824790403
3806,0.4122509455144458
3813,0.4074330350472385
3814,0.3513785796027148
3818,0.5878676332214707
3824,0.5099184503793686
3836,0.3942204948506313
3853,0.3658508632889217
3855,0.3366554373722115
3858,0.3916632765512162
3861,0.5009965822614293
3866,0.33913983349172616
3870,0.632680482743057
3874,0.5244897090678688
3876,0.41402886643566617
3878,0.40779304031636365
3890,0.3999590024516126
3900,0.33157814260876783
3904,0.35984004953707627
3906,0.7578447117833316
3907,0.3921905949050013
3908,0.5754348133358144
3912,0.3351612514739323
3918,0.5909810842893111
3923,0.4050895661532479
3924,0.33873159572006395
3925,0.33895842119943353
3927,0.3298616328733254
3955,0.41221823741330144
3964,0.33877517206416785
3969,0.4128396111521986
3974,0.41700213520895985
3976,0.3376748367698664
3984,0.4147428431198511
3991,0.3870839259761584
3993,0.3840169157570555
4009,0.503272223609363
4011,0.7704213781019262
4020,0.3828355240315308
4033,0.7446741146295729
4041,0.7669985012588897
4045,0.3085792222695532
4052,0.3329208304507418
4055,0.3828189564032001
4056,0.7562510437132713
4057,0.3323321575224687
4067,0.3893807632012441
4069,0.35824615556667044
4077,0.3408016973269753
4094,0.631047639327086
4095,0.39590882443972475
4100,0.5526893314215118
4119,0.38373686862723205
4130,0.48843885914036866
4131,0.37315450807600054
4132,0.3840467803709646
4134,0.4083782936557212
4137,0.41662827430848043
4138,0.5728243424728324
4143,0.5658359507718851
4145,0.7707060458401072
4148,0.400228144633568
4163,0.40395255681685693
4166,0.3534208949506493
4169,0.33224214761088355
4170,0.3867550300053794
4174,0.3311456987565635
4180,0.3825346073496882
4199,0.36402061596884216
4201,0.35813842346159935
4203,0.3527811893183145
4210,0.36411426274944003
4211,0.4173904443441953
4213,0.39591603043439505
